label,City,Zip Code,Latitude,Longitude
Tranquillity — 93668,Tranquillity,93668,36.635661,-120.288644
Traver — 93673,Traver,93673,36.456091,-119.486225
Travis Afb — 94535,Travis Afb,94535,38.265899,-121.939461
Trinidad — 95570,Trinidad,95570,41.162295,-124.027381
Trinity Center — 96091,Trinity Center,96091,41.081847,-122.700545
Trona — 93562,Trona,93562,35.74837,-117.384948
Truckee — 96161,Truckee,96161,39.342498,-120.247127
Tujunga — 91042,Tujunga,91042,34.296574,-118.244839
Tulare — 93274,Tulare,93274,36.185471,-119.375243
Tulelake — 96134,Tulelake,96134,41.813521,-121.492666
Tuolumne — 95379,Tuolumne,95379,37.939768,-120.188002
Tupman — 93276,Tupman,93276,35.316263,-119.402559
Turlock — 95380,Turlock,95380,37.474396,-120.875917
Turlock — 95382,Turlock,95382,37.529656,-120.854357
Tustin — 92780,Tustin,92780,33.735802,-117.818805
Tustin — 92782,Tustin,92782,33.738543,-117.785046
Twain — 95984,Twain,95984,40.022184,-121.062384
Twain Harte — 95383,Twain Harte,95383,38.107441,-120.230625
Twentynine Palms — 92277,Twentynine Palms,92277,34.17211,-115.769773
Twentynine Palms — 92278,Twentynine Palms,92278,34.457829,-116.139589
Twin Bridges — 95735,Twin Bridges,95735,38.805481,-120.13287
Ukiah — 95482,Ukiah,95482,39.134075,-123.23422
Union City — 94587,Union City,94587,37.59485,-122.051521
Upland — 91784,Upland,91784,34.141146,-117.655583
Upland — 91786,Upland,91786,34.105493,-117.660934
Upper Lake — 95485,Upper Lake,95485,39.220368,-122.907693
Vacaville — 95687,Vacaville,95687,38.333133,-121.920151
Vacaville — 95688,Vacaville,95688,38.419088,-122.024568
Valencia — 91354,Valencia,91354,34.457005,-118.573726
Valencia — 91355,Valencia,91355,34.43987,-118.644609
Vallecito — 95251,Vallecito,95251,38.055562,-120.456298
Vallejo — 94589,Vallejo,94589,38.161321,-122.271588
Vallejo — 94590,Vallejo,94590,38.104705,-122.247387
Vallejo — 94591,Vallejo,94591,38.105733,-122.186338
Vallejo — 94592,Vallejo,94592,38.093701,-122.276589
Valley Center — 92082,Valley Center,92082,33.25283,-116.986079
Valley Ford — 94972,Valley Ford,94972,38.339996,-122.935056
Valley Springs — 95252,Valley Springs,95252,38.156971,-120.849231
Valley Village — 91607,Valley Village,91607,34.165783,-118.399795
Valyermo — 93563,Valyermo,93563,34.39583,-117.734568
Van Nuys — 91401,Van Nuys,91401,34.178483,-118.431791
Van Nuys — 91405,Van Nuys,91405,34.202494,-118.448048
Van Nuys — 91406,Van Nuys,91406,34.195685,-118.490752
Van Nuys — 91411,Van Nuys,91411,34.17847,-118.459472
Venice — 90291,Venice,90291,33.991782,-118.479229
Ventura — 93001,Ventura,93001,34.360261,-119.306383
Ventura — 93003,Ventura,93003,34.279221,-119.221437
Ventura — 93004,Ventura,93004,34.278697,-119.167798
Vernalis — 95385,Vernalis,95385,37.609095,-121.263381
Victorville — 92392,Victorville,92392,34.486835,-117.362274
Victorville — 92394,Victorville,92394,34.567058,-117.362329
Vidal — 92280,Vidal,92280,34.264124,-114.717964
Villa Park — 92861,Villa Park,92861,33.817473,-117.810462
Vina — 96092,Vina,96092,39.955164,-122.018567
Visalia — 93277,Visalia,93277,36.303793,-119.375646
Visalia — 93291,Visalia,93291,36.391777,-119.372842
Visalia — 93292,Visalia,93292,36.37559,-119.211689
Vista — 92083,Vista,92083,33.17494,-117.242761
Vista — 92084,Vista,92084,33.22784,-117.200024
Volcano — 95689,Volcano,95689,38.481902,-120.603668
Wallace — 95254,Wallace,95254,38.192608,-120.957842
Walnut — 91789,Walnut,91789,34.018354,-117.85492
Walnut Creek — 94595,Walnut Creek,94595,37.862128,-122.075197
Walnut Creek — 94596,Walnut Creek,94596,37.900662,-122.052782
Walnut Creek — 94598,Walnut Creek,94598,37.916648,-122.008483
Walnut Grove — 95690,Walnut Grove,95690,38.240419,-121.587535
Warner Springs — 92086,Warner Springs,92086,33.323705,-116.626907
Wasco — 93280,Wasco,93280,35.652242,-119.4464
Washington — 95986,Washington,95986,39.34128,-120.786867
Waterford — 95386,Waterford,95386,37.669516,-120.626964
Watsonville — 95076,Watsonville,95076,36.931654,-121.752383
Weaverville — 96093,Weaverville,96093,40.759401,-122.939337
Weed — 96094,Weed,96094,41.465121,-122.380947
Weimar — 95736,Weimar,95736,39.00978,-120.978273
Weldon — 93283,Weldon,93283,35.55647,-118.244914
Wendel — 96136,Wendel,96136,40.345949,-120.081187
Weott — 95571,Weott,95571,40.310119,-123.909449
West Covina — 91790,West Covina,91790,34.066964,-117.937007
West Covina — 91791,West Covina,91791,34.061634,-117.893169
West Covina — 91792,West Covina,91792,34.024405,-117.898722
West Hills — 91307,West Hills,91307,34.199787,-118.68493
West Hollywood — 90069,West Hollywood,90069,34.093781,-118.381061
West Point — 95255,West Point,95255,38.41935,-120.469545
West Sacramento — 95605,West Sacramento,95605,38.592745,-121.540036
West Sacramento — 95691,West Sacramento,95691,38.627951,-121.593287
Westlake Village — 91361,Westlake Village,91361,34.130992,-118.894673
Westley — 95387,Westley,95387,37.546007,-121.28257
Westminster — 92683,Westminster,92683,33.752591,-117.993661
Westmorland — 92281,Westmorland,92281,33.03679,-115.60503
Westport — 95488,Westport,95488,39.724433,-123.767578
Westwood — 96137,Westwood,96137,40.271535,-121.018087
Wheatland — 95692,Wheatland,95692,39.043387,-121.409837
White Water — 92282,White Water,92282,33.972293,-116.654195
Whitethorn — 95589,Whitethorn,95589,40.053159,-123.995867
Whitmore — 96096,Whitmore,96096,40.637105,-121.906949
Whittier — 90601,Whittier,90601,34.007353,-118.033683
Whittier — 90602,Whittier,90602,33.972119,-118.020188
Whittier — 90603,Whittier,90603,33.945318,-117.992066
Whittier — 90604,Whittier,90604,33.929704,-118.01208
Whittier — 90605,Whittier,90605,33.960891,-118.032222
Whittier — 90606,Whittier,90606,33.976678,-118.065875
Wildomar — 92595,Wildomar,92595,33.617108,-117.253349
Williams — 95987,Williams,95987,39.117537,-122.284654
Willits — 95490,Willits,95490,39.492046,-123.375818
Willow Creek — 95573,Willow Creek,95573,40.949012,-123.655847
Willows — 95988,Willows,95988,39.493991,-122.286363
Wilmington — 90744,Wilmington,90744,33.782068,-118.262263
Wilseyville — 95257,Wilseyville,95257,38.392686,-120.415951
Wilton — 95693,Wilton,95693,38.392559,-121.225093
Winchester — 92596,Winchester,92596,33.657433,-117.04254
Windsor — 95492,Windsor,95492,38.527297,-122.810044
Winnetka — 91306,Winnetka,91306,34.209532,-118.577563
Winterhaven — 92283,Winterhaven,92283,32.852947,-114.850784
Winters — 95694,Winters,95694,38.578604,-122.024579
Winton — 95388,Winton,95388,37.421299,-120.599587
Wishon — 93669,Wishon,93669,37.287758,-119.548156
Witter Springs — 95493,Witter Springs,95493,39.222323,-122.985488
Wofford Heights — 93285,Wofford Heights,93285,35.690535,-118.552784
Woodacre — 94973,Woodacre,94973,38.005839,-122.638155
Woodbridge — 95258,Woodbridge,95258,38.169605,-121.310964
Woodlake — 93286,Woodlake,93286,36.464635,-119.094348
Woodland — 95695,Woodland,95695,38.71967,-121.862416
Woodland — 95776,Woodland,95776,38.694081,-121.694431
Woodland Hills — 91364,Woodland Hills,91364,34.153733,-118.593408
Woodland Hills — 91367,Woodland Hills,91367,34.178068,-118.615714
Woody — 93287,Woody,93287,35.710244,-118.881679
Wrightwood — 92397,Wrightwood,92397,34.358321,-117.618263
Yermo — 92398,Yermo,92398,35.013299,-116.834092
Yorba Linda — 92886,Yorba Linda,92886,33.897253,-117.792202
Yorba Linda — 92887,Yorba Linda,92887,33.884073,-117.732197
Yorkville — 95494,Yorkville,95494,38.888351,-123.239647
Yosemite National Park — 95389,Yosemite National Park,95389,37.704267,-119.607001
Yountville — 94599,Yountville,94599,38.421458,-122.365048
Yreka — 96097,Yreka,96097,41.764869,-122.671316
Yuba City — 95991,Yuba City,95991,39.02741,-121.614982
Yuba City — 95993,Yuba City,95993,39.075694,-121.70606
Yucaipa — 92399,Yucaipa,92399,34.04597,-117.011825
Yucca Valley — 92284,Yucca Valley,92284,34.159534,-116.425984
Zenia — 95595,Zenia,95595,40.170357,-123.417298
